time,c0,c1,v0,v1,i0,i1
1520792882.88,93,99,8467000,8471000,0,915000
1520792883.89,93,99,8467000,8497000,0,727000
1520792884.9,93,99,8467000,8522000,0,636000
1520792885.91,93,99,8468000,8525000,0,623000
1520792886.92,93,99,8467000,8520000,0,632000
1520792887.93,93,99,8468000,8526000,0,628000
1520792888.93,93,99,8467000,8526000,0,621000
1520792889.94,93,99,8467000,8527000,0,623000
1520792890.95,93,99,8468000,8528000,0,623000
1520792891.96,93,99,8467000,8526000,0,645000
1520792892.97,93,99,8467000,8527000,0,623000
1520792893.98,93,99,8467000,8527000,0,627000
1520792894.99,93,99,8467000,8513000,0,661000
1520792896.0,93,99,8467000,8496000,0,763000
1520792897.01,93,99,8467000,8494000,0,835000
1520792898.01,93,99,8467000,8452000,0,751000
1520792899.02,93,99,8467000,8500000,0,759000
1520792900.03,93,99,8467000,8516000,0,655000
1520792901.04,93,99,8467000,8507000,0,749000
1520792902.05,93,99,8467000,8519000,0,672000
1520792903.05,93,99,8467000,8521000,0,694000
1520792904.06,93,99,8467000,8504000,0,765000
1520792905.07,93,99,8467000,8518000,0,654000
1520792906.08,93,98,8467000,8506000,0,741000
1520792907.09,93,98,8467000,8504000,0,742000
1520792908.1,93,98,8467000,8511000,0,682000
1520792909.11,93,98,8467000,8513000,0,685000
1520792910.12,93,98,8467000,8517000,0,648000
1520792911.13,93,98,8467000,8518000,0,650000
1520792912.13,93,98,8467000,8515000,0,669000
1520792913.14,93,98,8467000,8520000,0,652000
1520792914.15,93,98,8467000,8518000,0,664000
1520792915.16,93,98,8467000,8518000,0,658000
1520792916.17,93,98,8467000,8517000,0,675000
1520792917.18,93,98,8467000,8517000,0,660000
1520792918.19,93,98,8467000,8514000,0,682000
1520792919.2,93,98,8467000,8520000,0,656000
1520792920.2,93,98,8467000,8522000,0,657000
1520792921.21,93,98,8467000,8517000,0,668000
1520792922.22,93,98,8467000,8518000,0,671000
1520792923.23,93,98,8467000,8519000,0,664000
1520792924.24,93,98,8467000,8518000,0,667000
1520792925.25,93,98,8467000,8519000,0,651000
1520792926.26,93,98,8467000,8521000,0,661000
1520792927.27,93,98,8467000,8503000,0,729000
1520792928.28,93,98,8467000,8506000,0,738000
1520792929.29,93,98,8467000,8476000,0,948000
1520792930.29,93,98,8467000,8512000,0,703000
1520792931.3,93,98,8467000,8520000,0,635000
1520792932.31,93,98,8467000,8506000,0,712000
1520792933.32,93,98,8467000,8513000,0,680000
1520792934.33,93,98,8467000,8517000,0,669000
1520792935.33,93,98,8467000,8517000,0,671000
1520792936.34,93,98,8467000,8518000,0,658000
1520792937.35,93,98,8467000,8513000,0,678000
1520792938.36,93,98,8467000,8515000,0,671000
1520792939.37,93,98,8467000,8520000,0,664000
1520792940.37,93,98,8467000,8502000,0,710000
1520792941.38,93,98,8467000,8514000,0,663000
1520792942.39,93,98,8467000,8512000,0,661000
1520792943.4,93,98,8467000,8512000,0,670000
1520792944.41,93,98,8467000,8516000,0,656000
1520792945.42,93,98,8467000,8508000,0,677000
1520792946.42,93,98,8467000,8517000,0,655000
1520792947.43,93,98,8467000,8484000,0,891000
1520792948.44,93,98,8467000,8515000,0,647000
1520792949.45,93,98,8467000,8520000,0,648000
1520792950.46,93,98,8467000,8524000,0,628000
1520792951.46,93,98,8467000,8521000,0,640000
1520792952.47,93,98,8467000,8522000,0,639000
1520792953.48,93,98,8467000,8518000,0,715000
1520792954.49,93,98,8467000,8510000,0,685000
1520792955.5,93,98,8467000,8516000,0,664000
1520792956.51,93,98,8467000,8515000,0,679000
1520792957.51,93,98,8467000,8431000,0,1096000
1520792958.52,93,98,8467000,8421000,0,1147000
1520792959.53,93,98,8467000,8469000,0,817000
1520792960.54,93,98,8467000,8507000,0,679000
1520792961.55,93,98,8467000,8483000,0,792000
1520792962.56,93,98,8467000,8477000,0,835000
1520792963.56,93,98,8467000,8472000,0,825000
1520792964.57,93,98,8467000,8319000,0,1567000
1520792965.58,93,98,8467000,8402000,0,1414000
1520792966.59,93,98,8467000,8407000,0,1055000
1520792967.61,93,98,8467000,8470000,0,867000
1520792968.62,93,98,8467000,8464000,0,880000
1520792969.62,93,98,8467000,8499000,0,724000
1520792970.63,93,98,8467000,8509000,0,714000
1520792971.65,93,98,8467000,8461000,0,889000
1520792972.65,93,98,8467000,8485000,0,809000
1520792973.66,93,98,8467000,8488000,0,885000
1520792974.67,93,98,8467000,8484000,0,779000
1520792975.68,93,98,8467000,8462000,0,868000
1520792976.69,93,98,8467000,8458000,0,858000
1520792977.7,93,98,8467000,8467000,0,828000
1520792978.71,93,98,8467000,8479000,0,738000
1520792979.72,93,98,8467000,8481000,0,795000
1520792980.73,93,98,8467000,8476000,0,820000
1520792981.74,93,98,8467000,8477000,0,845000
1520792982.75,93,98,8467000,8378000,0,1147000
1520792983.75,93,98,8467000,8396000,0,1467000
1520792984.76,93,98,8467000,8393000,0,1062000
1520792985.77,93,98,8467000,8463000,0,845000
1520792986.78,93,98,8467000,8477000,0,780000
1520792987.78,93,98,8467000,8481000,0,822000
1520792988.79,93,98,8467000,8288000,0,1624000
1520792989.8,93,98,8467000,8344000,0,1622000
1520792990.81,93,98,8467000,8471000,0,817000
1520792991.81,93,98,8467000,8417000,0,1071000
1520792992.82,93,98,8467000,8449000,0,883000
1520792993.83,93,98,8467000,8466000,0,832000
1520792994.84,93,98,8467000,8492000,0,714000
1520792995.85,93,98,8467000,8508000,0,605000
1520792996.86,93,98,8467000,8508000,0,595000
1520792997.86,93,98,8467000,8514000,0,596000
1520792998.87,93,98,8467000,8516000,0,657000
1520792999.88,93,98,8467000,8523000,0,567000
1520793000.88,93,98,8467000,8467000,0,822000
1520793001.89,93,98,8467000,8406000,0,1272000
1520793002.9,93,98,8467000,8491000,0,661000
1520793003.9,93,98,8467000,8494000,0,684000
1520793004.91,93,98,8467000,8504000,0,660000
1520793005.92,93,98,8467000,8504000,0,639000
1520793006.93,93,98,8467000,8504000,0,638000
1520793007.94,93,98,8467000,8502000,0,645000
1520793008.95,93,98,8467000,8501000,0,643000
1520793009.96,93,98,8467000,8498000,0,710000
1520793010.96,93,98,8467000,8469000,0,1027000
1520793011.97,93,98,8467000,8376000,0,1273000
1520793012.98,93,98,8467000,8454000,0,890000
1520793013.99,93,98,8467000,8397000,0,1304000
1520793015.0,93,98,8467000,8353000,0,1443000
1520793016.01,93,98,8467000,8475000,0,807000
1520793017.02,93,98,8467000,8437000,0,1065000
1520793018.02,93,98,8467000,8457000,0,831000
1520793019.04,93,98,8467000,8465000,0,812000
1520793020.04,93,98,8467000,8457000,0,845000
1520793021.05,93,98,8467000,8482000,0,787000
1520793022.06,93,98,8467000,8492000,0,675000
1520793023.07,93,98,8467000,8467000,0,812000
1520793024.09,93,98,8467000,8477000,0,811000
1520793025.1,93,98,8467000,8497000,0,746000
1520793026.11,93,98,8467000,8463000,0,833000
1520793027.11,93,98,8467000,8479000,0,824000
1520793028.12,93,98,8467000,8484000,0,719000
1520793029.13,93,98,8467000,8492000,0,713000
1520793030.14,93,98,8467000,8490000,0,735000
1520793031.15,93,98,8467000,8492000,0,689000
1520793032.16,93,98,8467000,8510000,0,609000
1520793033.17,93,98,8467000,8505000,0,640000
1520793034.18,93,98,8467000,8466000,0,804000
1520793035.18,93,98,8467000,8467000,0,865000
1520793036.19,93,98,8467000,8469000,0,818000
1520793037.2,93,98,8467000,8464000,0,860000
1520793038.21,93,98,8467000,8478000,0,794000
1520793039.22,93,98,8467000,8464000,0,836000
1520793040.23,93,98,8467000,8489000,0,698000
1520793041.24,93,98,8467000,8497000,0,699000
1520793042.24,93,98,8467000,8492000,0,746000
1520793043.25,93,98,8467000,8507000,0,703000
1520793044.26,93,98,8467000,8498000,0,811000
1520793045.27,93,98,8467000,8518000,0,580000
1520793046.28,93,98,8467000,8516000,0,581000
1520793047.29,93,98,8467000,8511000,0,593000
1520793048.3,93,98,8467000,8506000,0,604000
1520793049.3,93,98,8467000,8492000,0,688000
1520793050.31,93,98,8467000,8501000,0,675000
1520793051.32,93,98,8467000,8512000,0,602000
1520793052.33,93,98,8467000,8524000,0,541000
1520793053.34,93,98,8467000,8511000,0,585000
1520793054.35,93,98,8467000,8515000,0,616000
1520793055.35,93,98,8467000,8513000,0,601000
1520793056.36,93,98,8467000,8524000,0,568000
1520793057.37,93,98,8467000,8524000,0,555000
1520793058.37,93,98,8467000,8527000,0,552000
1520793059.38,93,98,8467000,8528000,0,542000
1520793060.39,93,98,8467000,8527000,0,542000
1520793061.39,93,98,8467000,8528000,0,550000
1520793062.4,93,98,8467000,8529000,0,544000
1520793063.41,93,98,8467000,8529000,0,543000
1520793064.42,93,98,8467000,8532000,0,533000
1520793065.42,93,98,8467000,8525000,0,565000
1520793066.43,93,98,8467000,8525000,0,553000
1520793067.44,93,98,8467000,8529000,0,546000
1520793068.44,93,98,8467000,8527000,0,544000
1520793069.45,93,98,8467000,8527000,0,541000
1520793070.46,93,98,8467000,8525000,0,586000
1520793071.46,93,98,8467000,8525000,0,543000
1520793072.47,93,98,8467000,8528000,0,538000
1520793073.48,93,98,8467000,8529000,0,540000
1520793074.49,93,98,8467000,8527000,0,545000
1520793075.5,93,98,8467000,8529000,0,542000
1520793076.5,93,98,8467000,8475000,0,778000
1520793077.51,93,97,8467000,8462000,0,874000
1520793078.52,93,97,8467000,8475000,0,725000
1520793079.53,93,97,8467000,8505000,0,621000
1520793080.53,93,97,8467000,8503000,0,648000
1520793081.54,93,97,8467000,8509000,0,606000
1520793082.55,93,97,8467000,8471000,0,803000
1520793083.56,93,97,8467000,8463000,0,818000
1520793084.57,93,97,8467000,8471000,0,820000
1520793085.58,93,97,8467000,8480000,0,768000
1520793086.59,93,97,8467000,8463000,0,824000
1520793087.6,93,97,8467000,8485000,0,663000
1520793088.61,93,97,8467000,8515000,0,565000
1520793089.61,93,97,8467000,8468000,0,626000
1520793090.62,93,97,8467000,8519000,0,532000
1520793091.63,93,97,8467000,8503000,0,611000
1520793092.64,93,97,8467000,8458000,0,884000
1520793093.65,93,97,8467000,8467000,0,779000
1520793094.66,93,97,8467000,8458000,0,861000
1520793095.67,93,97,8467000,8482000,0,680000
1520793096.67,93,97,8467000,8472000,0,736000
1520793097.68,93,97,8467000,8500000,0,699000
1520793098.69,93,97,8467000,8500000,0,699000
1520793099.7,93,97,8467000,8520000,0,539000
1520793100.71,93,97,8467000,8519000,0,557000
1520793101.71,93,97,8467000,8515000,0,565000
1520793102.72,93,97,8467000,8521000,0,542000
1520793103.73,93,97,8467000,8520000,0,550000
1520793104.74,93,97,8467000,8519000,0,546000
1520793105.75,93,97,8467000,8521000,0,548000
1520793106.75,93,97,8467000,8514000,0,613000
1520793107.76,93,97,8467000,8504000,0,620000
1520793108.77,93,97,8467000,8460000,0,899000
1520793109.78,93,97,8467000,8472000,0,792000
1520793110.79,93,97,8467000,8459000,0,844000
1520793111.8,93,97,8467000,8490000,0,732000
1520793112.8,93,97,8467000,8459000,0,797000
1520793113.82,93,97,8467000,8450000,0,879000
1520793114.83,93,97,8467000,8450000,0,858000
1520793115.84,93,97,8467000,8467000,0,752000
1520793116.85,93,97,8467000,8470000,0,723000
1520793117.85,93,97,8467000,8462000,0,764000
1520793118.86,93,97,8467000,8478000,0,716000
1520793119.87,93,97,8467000,8500000,0,595000
1520793120.88,93,97,8467000,8507000,0,568000
1520793121.89,93,97,8467000,8500000,0,595000
1520793122.9,93,97,8467000,8456000,0,872000
1520793123.91,93,97,8467000,8455000,0,786000
1520793124.92,93,97,8467000,8488000,0,750000
1520793125.92,93,97,8467000,8486000,0,674000
1520793126.93,93,97,8467000,8493000,0,655000
1520793127.94,93,97,8467000,8500000,0,620000
1520793128.95,93,97,8467000,8499000,0,613000
1520793129.96,93,97,8467000,8496000,0,625000
1520793130.97,93,97,8467000,8497000,0,615000
1520793131.98,93,97,8467000,8462000,0,763000
1520793132.99,93,97,8466000,8496000,0,659000
1520793134.0,93,97,8467000,8502000,0,617000
1520793135.01,93,97,8466000,8500000,0,609000
1520793136.02,93,97,8466000,8499000,0,613000
1520793137.02,93,97,8467000,8476000,0,733000
1520793138.03,93,97,8467000,8484000,0,663000
1520793139.04,93,97,8467000,8500000,0,624000
1520793140.05,93,97,8467000,8502000,0,605000
1520793141.06,93,97,8467000,8498000,0,621000
1520793142.06,93,97,8467000,8501000,0,627000
1520793143.07,93,97,8467000,8503000,0,587000
1520793144.08,93,97,8467000,8513000,0,539000
1520793145.08,93,97,8467000,8511000,0,546000
1520793146.09,93,97,8467000,8514000,0,540000
1520793147.1,93,97,8467000,8513000,0,551000
1520793148.11,93,97,8467000,8517000,0,542000
1520793149.11,93,97,8467000,8514000,0,539000
1520793150.12,93,97,8467000,8515000,0,539000
1520793151.13,93,97,8467000,8513000,0,543000
1520793152.14,93,97,8467000,8328000,0,1286000
1520793153.14,93,97,8467000,8496000,0,596000
1520793154.15,93,97,8467000,8510000,0,570000
1520793155.16,93,97,8467000,8512000,0,540000
1520793156.17,93,97,8467000,8512000,0,554000
1520793157.18,93,97,8467000,8511000,0,548000
1520793158.19,93,97,8467000,8513000,0,541000
1520793159.2,93,97,8466000,8513000,0,539000
1520793160.2,93,97,8467000,8507000,0,563000
1520793161.21,93,97,8466000,8509000,0,550000
1520793162.22,93,97,8466000,8474000,0,780000
1520793163.23,93,97,8466000,8467000,0,820000
1520793164.23,93,97,8466000,8449000,0,874000
1520793165.24,93,97,8467000,8461000,0,756000
1520793166.26,93,97,8466000,8476000,0,760000
1520793167.27,93,97,8467000,8446000,0,885000
1520793168.27,93,97,8467000,8477000,0,734000
1520793169.28,93,97,8467000,8486000,0,703000
1520793170.29,93,97,8467000,8478000,0,731000
1520793171.3,93,97,8467000,8472000,0,789000
1520793172.31,93,97,8467000,8454000,0,770000
1520793173.32,93,97,8467000,8469000,0,722000
1520793174.32,93,97,8467000,8479000,0,736000
1520793175.33,93,97,8467000,8485000,0,654000
1520793176.34,93,97,8467000,8487000,0,640000
1520793177.35,93,97,8467000,8442000,0,826000
1520793178.35,93,97,8467000,8467000,0,864000
1520793179.36,93,97,8467000,8440000,0,876000
1520793180.37,93,97,8467000,8454000,0,795000
1520793181.38,93,97,8467000,8463000,0,727000
1520793182.39,93,97,8467000,8468000,0,733000
1520793183.39,93,97,8467000,8463000,0,697000
1520793184.4,93,97,8467000,8485000,0,656000
1520793185.41,93,97,8467000,8498000,0,549000
1520793186.42,93,97,8467000,8484000,0,669000
1520793187.43,93,97,8467000,8469000,0,744000
1520793188.44,93,97,8467000,8447000,0,771000
1520793189.44,93,97,8467000,8480000,0,654000
1520793190.45,93,97,8467000,8494000,0,613000
1520793191.46,93,97,8467000,8483000,0,654000
1520793192.47,93,97,8467000,8490000,0,641000
1520793193.48,93,97,8467000,8503000,0,538000
1520793194.48,93,97,8467000,8501000,0,548000
1520793195.49,93,97,8467000,8505000,0,541000
1520793196.5,93,97,8467000,8496000,0,582000
1520793197.51,93,97,8467000,8500000,0,543000
1520793198.51,93,97,8467000,8503000,0,546000
1520793199.52,93,97,8467000,8502000,0,542000
1520793200.53,93,97,8467000,8501000,0,557000
1520793201.54,93,97,8467000,8500000,0,564000
1520793202.54,93,97,8467000,8502000,0,549000
1520793203.55,93,97,8467000,8500000,0,544000
1520793204.56,93,97,8467000,8471000,0,620000
1520793205.57,93,97,8467000,8430000,0,881000
1520793206.58,93,97,8467000,8443000,0,760000
1520793207.59,93,97,8467000,8465000,0,747000
1520793208.6,93,97,8467000,8469000,0,715000
1520793209.6,93,97,8467000,8479000,0,697000
1520793210.62,93,97,8467000,8454000,0,705000
1520793211.63,93,97,8467000,8444000,0,779000
1520793212.64,93,97,8467000,8447000,0,815000
1520793213.65,93,97,8467000,8398000,0,1027000
1520793214.66,93,97,8467000,8459000,0,820000
1520793215.67,93,97,8467000,8412000,0,990000
1520793216.68,93,97,8467000,8413000,0,966000
1520793217.69,93,97,8467000,8445000,0,820000
1520793218.7,93,97,8467000,8428000,0,843000
1520793219.71,93,97,8467000,8408000,0,967000
1520793220.72,93,97,8467000,8440000,0,823000
1520793221.73,93,97,8466000,8437000,0,866000
1520793222.74,93,97,8466000,8458000,0,762000
1520793223.75,93,97,8466000,8413000,0,843000
1520793224.76,93,97,8467000,8392000,0,875000
1520793225.77,93,97,8466000,8445000,0,765000
1520793226.78,93,97,8467000,8477000,0,607000
1520793227.78,93,97,8466000,8488000,0,563000
1520793228.79,93,97,8467000,8489000,0,587000
1520793229.8,93,97,8466000,8471000,0,666000
1520793230.81,93,97,8466000,8479000,0,611000
1520793231.81,93,97,8466000,8443000,0,746000
1520793232.82,93,97,8466000,8433000,0,813000
1520793233.83,93,97,8466000,8449000,0,779000
1520793234.84,93,97,8466000,8424000,0,843000
1520793235.85,93,97,8467000,8399000,0,934000
1520793236.85,93,97,8466000,8366000,0,1185000
1520793237.86,93,97,8467000,8433000,0,768000
1520793238.87,93,97,8466000,8443000,0,710000
1520793239.88,93,97,8466000,8423000,0,779000
1520793240.89,93,97,8466000,8365000,0,941000
1520793241.89,93,97,8466000,8257000,0,1833000
1520793242.9,93,97,8467000,8178000,0,2092000
1520793243.91,93,97,8466000,8323000,0,1287000
1520793244.92,93,97,8466000,8349000,0,1069000
1520793245.93,93,97,8467000,8390000,0,941000
1520793246.94,93,97,8466000,8381000,0,1017000
1520793247.95,93,97,8466000,8403000,0,914000
1520793248.96,93,97,8466000,8391000,0,977000
1520793249.97,93,97,8466000,8399000,0,921000
1520793250.98,93,97,8466000,8434000,0,774000
1520793251.99,93,97,8467000,8451000,0,689000
1520793252.99,93,97,8467000,8449000,0,755000
1520793254.0,93,97,8466000,8470000,0,598000
1520793255.01,93,97,8466000,8480000,0,556000
1520793256.02,93,97,8466000,8472000,0,598000
1520793257.03,93,97,8466000,8480000,0,557000
1520793258.03,93,97,8466000,8479000,0,593000
1520793259.04,93,97,8467000,8477000,0,586000
1520793260.05,93,97,8466000,8481000,0,565000
1520793261.06,93,96,8467000,8469000,0,580000
1520793262.07,93,96,8466000,8469000,0,604000
1520793263.08,93,96,8466000,8480000,0,589000
1520793264.09,93,96,8466000,8429000,0,736000
1520793265.1,93,96,8466000,8391000,0,998000
1520793266.1,93,96,8466000,8437000,0,755000
1520793267.11,93,96,8466000,8398000,0,918000
1520793268.12,93,96,8466000,8414000,0,787000
1520793269.13,93,96,8466000,8401000,0,996000
1520793270.14,93,96,8466000,8444000,0,681000
1520793271.15,93,96,8466000,8458000,0,653000
1520793272.15,93,96,8466000,8413000,0,844000
1520793273.16,93,96,8467000,8451000,0,779000
1520793274.17,93,96,8467000,8449000,0,683000
1520793275.18,93,96,8466000,8465000,0,650000
1520793276.18,93,96,8467000,8454000,0,723000
1520793277.19,93,96,8467000,8466000,0,618000
1520793278.2,93,96,8466000,8464000,0,645000
1520793279.21,93,96,8467000,8414000,0,844000
1520793280.22,93,96,8466000,8441000,0,847000
1520793281.22,93,96,8467000,8435000,0,849000
1520793282.23,93,96,8467000,8441000,0,758000
1520793283.24,93,96,8467000,8425000,0,766000
1520793284.25,93,96,8467000,8452000,0,682000
1520793285.26,93,96,8467000,8464000,0,633000
1520793286.26,93,96,8467000,8460000,0,664000
1520793287.27,93,96,8467000,8457000,0,707000
1520793288.28,93,96,8466000,8409000,0,960000
1520793289.3,93,96,8467000,8450000,0,746000
1520793290.3,93,96,8466000,8413000,0,844000
1520793291.31,93,96,8467000,8431000,0,725000
1520793292.32,93,96,8466000,8418000,0,713000
1520793293.33,93,96,8466000,8456000,0,660000
1520793294.34,93,96,8466000,8448000,0,689000
1520793295.35,93,96,8466000,8448000,0,765000
1520793296.36,93,96,8466000,8399000,0,875000
1520793297.36,93,96,8466000,8396000,0,957000
1520793298.37,93,96,8466000,8392000,0,941000
1520793299.38,93,96,8466000,8422000,0,767000
1520793300.39,93,96,8466000,8441000,0,777000
1520793301.39,93,96,8466000,8436000,0,820000
1520793302.4,93,96,8466000,8402000,0,911000
1520793303.41,93,96,8466000,8427000,0,831000
1520793304.42,93,96,8466000,8444000,0,749000
1520793305.43,93,96,8466000,8403000,0,829000
1520793306.44,93,96,8466000,8442000,0,668000
1520793307.44,93,96,8466000,8471000,0,576000
1520793308.45,93,96,8466000,8467000,0,611000
1520793309.46,93,96,8466000,8463000,0,611000
1520793310.47,93,96,8466000,8425000,0,769000
1520793311.48,93,96,8466000,8439000,0,810000
1520793312.48,93,96,8466000,8412000,0,884000
1520793313.49,93,96,8466000,8387000,0,1018000
1520793314.5,93,96,8466000,8403000,0,860000
1520793315.5,93,96,8466000,8402000,0,928000
1520793316.51,93,96,8466000,8414000,0,842000
1520793317.52,93,96,8466000,8430000,0,770000
1520793318.52,93,96,8466000,8429000,0,749000
1520793319.53,93,96,8466000,8432000,0,764000
1520793320.54,93,96,8466000,8405000,0,856000
1520793321.55,93,96,8466000,8421000,0,797000
1520793322.55,93,96,8466000,8392000,0,954000
1520793323.56,93,96,8466000,8388000,0,962000
1520793324.56,93,96,8466000,8360000,0,1091000
1520793325.57,93,96,8466000,8380000,0,1013000
1520793326.58,93,96,8466000,8391000,0,986000
1520793327.58,93,96,8466000,8357000,0,1093000
1520793328.59,93,96,8466000,8401000,0,855000
1520793329.6,93,96,8466000,8383000,0,909000
1520793330.6,93,96,8466000,8434000,0,822000
1520793331.61,93,96,8466000,8384000,0,944000
1520793332.62,93,96,8466000,8361000,0,994000
1520793333.63,93,96,8466000,8353000,0,1043000
1520793334.63,93,96,8466000,8384000,0,914000
1520793335.64,93,96,8466000,8389000,0,870000
1520793336.64,93,96,8466000,8392000,0,968000
1520793337.65,93,96,8466000,8387000,0,891000
1520793338.66,93,96,8466000,8382000,0,870000
1520793339.67,93,96,8466000,8307000,0,1137000
1520793340.67,93,96,8466000,8385000,0,884000
1520793341.68,93,96,8466000,8355000,0,1037000
1520793342.68,93,96,8466000,8375000,0,952000
1520793343.69,93,96,8466000,8415000,0,775000
1520793344.7,93,96,8466000,8354000,0,1036000
1520793345.71,93,96,8466000,8439000,0,706000
1520793346.72,93,96,8466000,8453000,0,607000
1520793347.73,93,96,8466000,8456000,0,578000
1520793348.73,93,96,8466000,8458000,0,589000
1520793349.74,93,96,8466000,8461000,0,575000
1520793350.75,93,96,8466000,8462000,0,563000
1520793351.76,93,96,8466000,8433000,0,711000
1520793352.76,93,96,8466000,8352000,0,1106000
1520793353.77,93,96,8466000,8383000,0,940000
1520793354.78,93,96,8466000,8387000,0,947000
1520793355.78,93,96,8466000,8391000,0,908000
1520793356.79,93,96,8466000,8390000,0,929000
1520793357.8,93,96,8466000,8374000,0,975000
1520793358.81,93,96,8466000,8390000,0,884000
1520793359.81,93,96,8466000,8365000,0,970000
1520793360.82,93,96,8466000,8376000,0,910000
1520793361.83,93,96,8466000,8366000,0,967000
1520793362.83,93,96,8466000,8389000,0,941000
1520793363.84,93,96,8466000,8378000,0,973000
1520793364.85,93,96,8466000,8368000,0,941000
1520793365.85,93,96,8466000,8368000,0,928000
1520793366.87,93,96,8466000,8350000,0,980000
1520793367.87,93,96,8466000,8401000,0,878000
1520793368.88,93,96,8466000,8404000,0,903000
1520793369.89,93,96,8466000,8436000,0,715000
1520793370.89,93,96,8466000,8450000,0,597000
1520793371.9,93,96,8466000,8448000,0,575000
1520793372.91,93,96,8466000,8460000,0,554000
1520793373.92,93,96,8466000,8455000,0,623000
1520793374.93,93,96,8466000,8458000,0,563000
1520793375.94,93,96,8466000,8460000,0,557000
1520793376.95,93,96,8466000,8454000,0,596000
1520793377.95,93,96,8466000,8448000,0,599000
1520793378.96,93,96,8466000,8457000,0,579000
1520793379.97,93,96,8466000,8454000,0,575000
1520793380.98,93,96,8466000,8453000,0,585000
1520793381.99,93,96,8466000,8461000,0,551000
1520793382.99,93,96,8466000,8460000,0,558000
1520793384.0,93,96,8466000,8459000,0,550000
1520793385.01,93,96,8466000,8455000,0,564000
1520793386.02,93,96,8466000,8378000,0,992000
1520793387.02,93,96,8466000,8437000,0,708000
1520793388.03,93,96,8466000,8448000,0,601000
1520793389.04,93,96,8466000,8458000,0,551000
1520793390.05,93,96,8466000,8463000,0,549000
1520793391.06,93,96,8466000,8463000,0,555000
1520793392.06,93,96,8466000,8462000,0,568000
1520793393.07,93,96,8466000,8459000,0,573000
1520793394.08,93,96,8466000,8463000,0,555000
1520793395.09,93,96,8466000,8463000,0,573000
1520793396.1,93,96,8466000,8463000,0,554000
1520793397.1,93,96,8466000,8465000,0,556000
1520793398.11,93,96,8466000,8465000,0,555000
1520793399.12,93,96,8466000,8463000,0,559000
1520793400.13,93,96,8466000,8465000,0,554000
1520793401.14,93,96,8466000,8463000,0,556000
1520793402.15,93,96,8466000,8465000,0,552000
1520793403.15,93,96,8466000,8440000,0,637000
1520793404.16,93,96,8466000,8355000,0,1039000
1520793405.17,93,96,8466000,8376000,0,907000
1520793406.18,93,96,8466000,8428000,0,769000
1520793407.19,93,96,8466000,8397000,0,924000
1520793408.2,93,96,8466000,8330000,0,1153000
1520793409.21,93,96,8466000,8332000,0,1274000
1520793410.22,93,96,8466000,8387000,0,875000
1520793411.23,93,96,8466000,8404000,0,814000
1520793412.24,93,96,8466000,8374000,0,1002000
1520793413.24,93,96,8466000,8417000,0,768000
1520793414.25,93,96,8466000,8338000,0,1059000
1520793415.26,93,96,8466000,8388000,0,927000
1520793416.27,93,96,8466000,8395000,0,843000
1520793417.28,93,96,8466000,8332000,0,1094000
1520793418.29,93,96,8466000,8361000,0,953000
1520793419.29,93,96,8466000,8411000,0,629000
1520793420.3,93,96,8466000,8451000,0,616000
1520793421.31,93,96,8466000,8416000,0,727000
1520793422.32,93,96,8466000,8408000,0,813000
1520793423.33,93,96,8466000,8406000,0,787000
1520793424.33,93,96,8466000,8428000,0,693000
1520793425.34,93,96,8466000,8433000,0,595000
1520793426.35,93,95,8466000,8449000,0,563000
1520793427.36,93,95,8466000,8445000,0,633000
1520793428.37,93,95,8466000,8437000,0,639000
1520793429.38,93,95,8466000,8441000,0,629000
1520793430.39,93,95,8466000,8444000,0,678000
1520793431.4,93,95,8466000,8442000,0,614000
1520793432.4,93,95,8466000,8440000,0,617000
1520793433.41,93,95,8466000,8429000,0,669000
1520793434.42,93,95,8467000,8439000,0,619000
1520793435.43,93,95,8466000,8441000,0,634000
1520793436.44,93,95,8466000,8430000,0,655000
1520793437.45,93,95,8466000,8439000,0,628000
1520793438.45,93,95,8466000,8438000,0,647000
1520793439.46,93,95,8466000,8432000,0,626000
1520793440.47,93,95,8466000,8440000,0,645000
1520793441.48,93,95,8466000,8448000,0,601000
1520793442.49,93,95,8466000,8431000,0,628000
1520793443.49,93,95,8466000,8358000,0,940000
1520793444.5,93,95,8466000,8398000,0,885000
1520793445.51,93,95,8466000,8384000,0,945000
1520793446.52,93,95,8466000,8411000,0,825000
1520793447.53,93,95,8466000,8413000,0,772000
1520793448.54,93,95,8466000,8384000,0,963000
1520793449.55,93,95,8466000,8315000,0,975000
1520793450.56,93,95,8466000,8356000,0,941000
1520793451.57,93,95,8466000,8401000,0,868000
1520793452.57,93,95,8466000,8321000,0,1145000
1520793453.58,93,95,8466000,8407000,0,781000
1520793454.59,93,95,8466000,8395000,0,815000
1520793455.6,93,95,8466000,8241000,0,1579000
1520793456.6,93,95,8466000,8197000,0,1693000
1520793457.61,93,95,8466000,8247000,0,1671000
1520793458.62,93,95,8466000,8379000,0,992000
1520793459.62,93,95,8466000,8383000,0,915000
1520793460.63,93,95,8466000,8324000,0,1311000
1520793461.64,93,95,8466000,8319000,0,1074000
1520793462.65,93,95,8466000,8369000,0,935000
1520793463.66,93,95,8466000,8405000,0,777000
1520793464.67,93,95,8466000,8388000,0,816000
1520793465.68,93,95,8466000,8345000,0,1062000
1520793466.68,93,95,8466000,8387000,0,854000
