time,c0,c1,v0,v1,i0,i1,cpu_uj,sys_uj
46.3160068989,99,72,8740000,7904000,0,936000,543275769,577320970
47.3242809772,99,72,8740000,7885000,0,903000,545843268,580758461
48.3319690228,99,72,8740000,7927000,0,815000,547067141,582519138
49.3402290344,99,72,8740000,7930000,0,740000,549192930,585343533
50.3465180397,99,72,8740000,7883000,0,992000,551541495,588505451
51.3520879745,99,72,8741000,7932000,0,778000,552972461,590479994
52.3593950272,99,72,8741000,7917000,0,841000,554640792,592758248
53.3671388626,99,72,8742000,7852000,0,958000,557096474,595742981
54.3742108345,99,72,8741000,7902000,0,865000,558838596,598188165
55.3801498413,99,72,8741000,7934000,0,743000,559724702,599458243
56.3852448463,99,72,8741000,7931000,0,712000,562428919,602295882
57.3916499615,99,72,8741000,7816000,0,1372000,568682015,607937713
58.3983960152,99,72,8741000,7795000,0,1584000,572196777,611441000
59.4055588245,99,72,8741000,7884000,0,898000,574795525,614803052
60.4127349854,99,72,8741000,7883000,0,887000,577281359,617870183
61.4202690125,99,72,8741000,7878000,0,1042000,579396832,620703550
62.4273569584,99,72,8741000,7925000,0,796000,580810036,622713005
63.4349098206,99,72,8741000,7943000,0,678000,581530554,623635061
64.4428670406,99,72,8742000,7931000,0,637000,582947665,625472336
65.4532220364,99,72,8741000,7925000,0,864000,585453213,628027078
66.4591069221,99,72,8740000,7939000,0,794000,587237693,630324619
67.4702780247,99,72,8740000,7883000,0,1056000,589832596,633736353
68.4810688496,99,72,8740000,7903000,0,839000,591219677,635742268
69.490653038,99,72,8740000,7935000,0,720000,592461190,637330460
70.4982328415,99,72,8741000,7932000,0,701000,594979861,640711616
71.5048589706,99,72,8740000,7876000,0,1001000,596574888,643053590
72.5136940479,99,72,8741000,7924000,0,776000,599211173,646584709
73.5208280087,99,72,8740000,7886000,0,1007000,602040023,650334333
74.5271599293,99,72,8741000,7906000,0,909000,603602336,652479713
75.5382640362,99,71,8740000,7924000,0,769000,604840004,654225070
76.546120882,99,71,8741000,7936000,0,696000,605861547,655634674
77.5531919003,99,71,8740000,7938000,0,666000,608224089,658104943
78.5616829395,99,71,8741000,7891000,0,1113000,610578637,661221940
79.5742230415,99,71,8741000,7944000,0,793000,611631246,662664746
80.5860128403,99,71,8741000,7948000,0,641000,612132466,663291331
81.5939748287,99,71,8741000,7944000,0,665000,614371596,666179141
82.6031398773,99,71,8741000,7904000,0,922000,616155038,668650326
83.6090350151,99,71,8741000,7915000,0,838000,618100285,671296987
84.6150100231,99,71,8742000,7919000,0,784000,619665100,673366135
85.6252548695,99,71,8741000,7929000,0,753000,620794736,674910442
86.6323919296,99,71,8742000,7940000,0,680000,621716609,676211769
87.6409888268,99,71,8742000,7942000,0,758000,625805465,680185087
88.6482009888,99,71,8742000,7881000,0,1190000,627874369,682924216
89.6552629471,99,71,8741000,7885000,0,935000,630549594,686405469
90.6614189148,99,71,8741000,7883000,0,964000,631809906,688205818
91.6702690125,99,71,8742000,7945000,0,695000,632924466,689817386
92.6785469055,99,71,8741000,7932000,0,690000,634087427,691580810
93.6858448982,99,71,8741000,7932000,0,735000,638190871,695737598
94.6895089149,99,71,8741000,7770000,0,1576000,650389082,705092189
95.6958858967,99,71,8741000,7623000,0,2877000,663223216,714866883
96.7029659748,99,71,8741000,7586000,0,2874000,674645733,723643472
97.7096748352,99,71,8741000,7641000,0,2566000,687500742,733377639
98.7135648727,99,71,8741000,7566000,0,3002000,700654212,743362354
99.7198579311,99,71,8740000,7550000,0,3020000,712596137,752485561
100.728452921,99,71,8741000,7605000,0,2661000,724757238,761788943
101.73456502,99,71,8741000,7545000,0,2856000,733845899,769407332
102.743849039,99,71,8741000,7709000,0,2027000,738022951,773885225
103.754417896,99,71,8741000,7811000,0,1259000,742379874,778533529
104.760431051,99,71,8741000,7809000,0,1303000,746506389,783011240
105.766530991,99,71,8740000,7802000,0,1264000,750728668,787581968
106.773054838,99,71,8740000,7800000,0,1316000,755318317,792399521
107.779724836,99,71,8741000,7822000,0,1303000,759486031,796961521
108.78755188,99,71,8741000,7807000,0,1325000,763676511,801504295
109.793098927,99,71,8741000,7825000,0,1215000,767860949,806037121
110.800183058,99,71,8741000,7808000,0,1347000,772689489,811031126
111.811604023,99,71,8740000,7790000,0,1428000,776251980,815215076
112.826458931,99,71,8741000,7876000,0,898000,777488915,817033125
113.833225965,99,71,8740000,7926000,0,562000,779927324,819509132
114.841331959,99,71,8741000,7845000,0,1127000,781479505,821192599
115.852514029,99,71,8740000,7924000,0,592000,781936413,821785676
116.858990908,99,71,8740000,7932000,0,526000,782305248,822240509
117.87012887,99,71,8741000,7942000,0,518000,782654551,822697906
118.875669003,99,71,8740000,7934000,0,551000,783104257,823285429
119.880420923,99,71,8740000,7934000,0,536000,783593941,823946621
120.885540962,99,71,8741000,7943000,0,515000,783973578,824402979
121.894754887,99,71,8740000,7945000,0,537000,784446783,825048119
122.90121603,99,71,8740000,7939000,0,540000,784862126,825596580
123.911695957,99,71,8740000,7947000,0,528000,785246402,826066427
124.919917822,99,71,8740000,7950000,0,504000,785593630,826502217
125.929971933,99,71,8740000,7948000,0,517000,785933351,826933246
126.938004971,99,71,8740000,7951000,0,502000,786259950,827319110
127.94402504,99,71,8741000,7952000,0,499000,786598938,827740800
128.954056025,99,71,8740000,7951000,0,501000,786959167,828194107
129.962849855,99,71,8740000,7952000,0,511000,787309019,828621658
130.972134829,99,71,8740000,7954000,0,508000,787661313,829053541
131.978652,99,71,8740000,7955000,0,509000,787985226,829435132
132.985615015,99,71,8741000,7957000,0,498000,788303279,829815746
133.992537975,99,71,8740000,7954000,0,519000,788693659,830317393
134.997567892,99,71,8741000,7957000,0,512000,789008600,830689340
136.00451684,99,71,8741000,7958000,0,501000,789323296,831067513
137.010556936,99,71,8741000,7957000,0,505000,789729423,831627082
138.016937017,99,71,8741000,7960000,0,496000,790078543,832054998
139.024539948,99,71,8741000,7960000,0,505000,790414846,832418645
140.031968832,99,71,8741000,7962000,0,495000,790743764,832822513
141.041815996,99,71,8741000,7962000,0,502000,791384082,833772157
142.049685001,99,71,8741000,7953000,0,565000,792135606,834918944
143.056684017,99,71,8741000,7956000,0,546000,792816695,835844723
144.061939955,99,71,8741000,7960000,0,527000,793415266,836615473
145.067706823,99,71,8741000,7943000,0,747000,797109165,840148239
146.077734947,99,71,8741000,7934000,0,928000,797738009,840983137
147.084952831,99,71,8741000,7955000,0,548000,799172453,842772195
148.092725039,99,71,8741000,7892000,0,871000,802031394,846414031
149.09936595,99,71,8741000,7906000,0,939000,804375504,849445213
150.105022907,99,71,8741000,7880000,0,1048000,806331126,851982010
151.111100912,99,71,8741000,7914000,0,758000,807264534,853337231
152.119314909,99,71,8741000,7924000,0,665000,809325625,855684943
153.125234842,99,71,8741000,7933000,0,1003000,815247973,861086845
154.131114006,99,71,8741000,7790000,0,1665000,822176789,867220802
155.138574839,99,71,8742000,7811000,0,1585000,824015163,869706147
156.14839983,99,71,8742000,7873000,0,893000,825965475,872330286
157.157294989,99,71,8742000,7918000,0,791000,827767290,874764056
158.167333841,99,71,8742000,7915000,0,723000,828977553,876522414
159.176215887,99,71,8742000,7935000,0,629000,829795727,877729503
160.184049845,99,71,8742000,7944000,0,605000,830556955,878798287
161.191227913,99,71,8742000,7946000,0,592000,831193062,879666937
162.197973967,99,71,8741000,7947000,70000,583000,836531427,883772945
163.205965042,99,-9999,8605000,0,1614000,0,842220988,888426924
164.210193872,99,-9999,8700000,0,468000,0,842787820,889072369
165.214612961,99,-9999,8701000,0,361000,0,843260719,889584392
166.218214989,99,-9999,8704000,0,321000,0,843651587,890006693
167.219815016,99,-9999,8705000,0,331000,0,848065272,893168184
168.221335888,99,-9999,8527000,0,1859000,0,861070000,902193857
169.222827911,99,-9999,8520000,0,2094000,0,873064781,910469104
170.224983931,99,-9999,8518000,0,2019000,0,886197438,919520961
171.227675915,99,-9999,8539000,0,2071000,0,898413593,927958439
172.229794025,98,-9999,8509000,0,2034000,0,910268787,936211836
173.231406927,98,-9999,8527000,0,1967000,0,922451068,944772483
174.233111858,98,-9999,8531000,0,1960000,0,933504507,952574709
175.235096931,98,-9999,8520000,0,1889000,0,944422020,960317976
176.238796949,98,-9999,8579000,0,1520000,0,950560737,965336334
177.244050026,98,-9999,8616000,0,968000,0,954790646,969331930
178.246247053,98,-9999,8618000,0,868000,0,958689074,973024059
179.247848034,98,-9999,8634000,0,833000,0,962741798,976780092
180.249812841,98,-9999,8612000,0,899000,0,967375392,980943228
181.251814842,98,-9999,8617000,0,928000,0,971798720,984981487
182.254848003,98,-9999,8624000,0,910000,0,976163028,988947663
183.256894827,98,-9999,8625000,0,875000,0,980441520,992866965
184.260040998,98,-9999,8625000,0,900000,0,984741802,996800426
185.263537884,98,-9999,8626000,0,905000,0,989135712,1000784425
186.267654896,98,-9999,8623000,0,899000,0,993541218,1004782034
187.277648926,98,-9999,8621000,0,893000,0,997737863,1008678264
188.281025887,98,-9999,8671000,0,531000,0,998439277,1009494913
189.284194946,98,-9999,8674000,0,344000,0,999004034,1010096169
190.287268877,98,-9999,8678000,0,316000,0,999371465,1010484168
191.290094852,98,-9999,8677000,0,325000,0,999759037,1010884680
192.293819904,98,-9999,8678000,0,335000,0,1000182620,1011347813
193.295657873,98,-9999,8659000,0,365000,0,1003133540,1013773100
194.297353983,98,-9999,8614000,0,1038000,0,1009105204,1018182391
195.300084829,98,-9999,8654000,0,764000,0,1010864782,1019633070
196.304035902,98,-9999,8677000,0,314000,0,1011209386,1019974500
197.308264971,98,-9999,8679000,0,309000,0,1011527683,1020295361
198.310703039,98,-9999,8679000,0,316000,0,1012352205,1021165720
199.313276052,98,-9999,8659000,0,547000,0,1014968226,1023926455
200.315064907,98,-9999,8640000,0,706000,0,1017903277,1026932307
201.317564964,98,-9999,8651000,0,613000,0,1020642772,1029741870
202.321588039,98,-9999,8644000,0,690000,0,1023094976,1032122357
203.325021982,98,-9999,8654000,0,547000,0,1024792969,1033909828
204.329139948,98,-9999,8659000,0,434000,0,1025954648,1035192235
205.33214283,98,-9999,8679000,0,307000,0,1026263363,1035520420
206.334638834,98,-9999,8671000,0,381000,0,1027389154,1036759247
207.338047981,98,-9999,8678000,0,381000,0,1028399955,1037836332
208.340399027,98,-9999,8612000,0,888000,0,1032730388,1041316975
209.34372592,98,-9999,8656000,0,483000,0,1034568457,1043242080
210.348189831,98,-9999,8642000,0,607000,0,1036802704,1045610299
211.351197958,98,-9999,8671000,0,370000,0,1037542693,1046380866
212.354961872,98,-9999,8673000,0,345000,0,1038005826,1046865911
213.358125925,98,-9999,8677000,0,325000,0,1038390530,1047276188
214.360507965,98,-9999,8679000,0,309000,0,1038808192,1047693118
215.36340785,98,-9999,8676000,0,356000,0,1039232263,1048165956
216.365869045,98,-9999,8679000,0,308000,0,1039586694,1048515443
217.368993044,98,-9999,8679000,0,310000,0,1039885033,1048822266
218.371899843,98,-9999,8678000,0,331000,0,1040274863,1049188171
219.375488043,98,-9999,8677000,0,323000,0,1040596640,1049529417
220.378193855,98,-9999,8679000,0,314000,0,1040926778,1049887510
221.380436897,98,-9999,8679000,0,325000,0,1041452900,1050421505
222.383152962,98,-9999,8632000,0,562000,0,1046061347,1054427842
223.386126041,98,-9999,8663000,0,767000,0,1047012090,1055485151
224.388130903,98,-9999,8676000,0,393000,0,1047750918,1056357891
225.390877008,98,-9999,8582000,0,588000,0,1050072934,1058469092
226.395164967,98,-9999,8674000,0,343000,0,1050509151,1058919713
227.398277044,98,-9999,8606000,0,606000,0,1054398362,1062456203
228.401319981,98,-9999,8647000,0,632000,0,1055428450,1063634178
229.403327942,98,-9999,8584000,0,608000,0,1058877965,1066842788
230.405288935,98,-9999,8648000,0,667000,0,1061477446,1069466439
231.407367945,98,-9999,8646000,0,698000,0,1066086504,1073588132
232.408465862,98,-9999,8601000,0,1162000,0,1073856625,1079593122
233.409353018,98,-9999,8557000,0,1487000,0,1081505043,1085561185
234.410712957,98,-9999,8536000,0,1476000,0,1088907612,1091702222
235.418256044,98,-9999,8600000,0,1157000,0,1092447886,1095566165
236.421877861,98,-9999,8633000,0,757000,0,1094771245,1098012386
237.42523694,98,-9999,8621000,0,794000,0,1098677302,1101856737
238.427471876,98,-9999,8639000,0,742000,0,1101059498,1104261577
239.429546833,98,-9999,8632000,0,670000,0,1103618878,1106872044
240.43146801,98,-9999,8581000,0,841000,0,1108933806,1111369225
241.433603048,98,-9999,8608000,0,995000,0,1112491170,1114753921
242.435323954,98,-9999,8598000,0,893000,0,1116690439,1118833622
243.436748028,98,-9999,8519000,0,1357000,0,1125054065,1125580614
244.438699961,98,-9999,8604000,0,1222000,0,1129666663,1129838294
245.440443993,98,-9999,8623000,0,789000,0,1133217435,1133435452
246.441915989,98,-9999,8610000,0,894000,0,1136783832,1137008014
247.446099043,98,-9999,8634000,0,623000,0,1138906691,1139595349
248.448670864,98,-9999,8640000,0,574000,0,1140785226,1141812872
249.450502872,98,-9999,8645000,0,577000,0,1142455876,1143769899
250.453105927,98,-9999,8645000,0,530000,0,1144115967,1145666805
251.45520997,98,-9999,8639000,0,628000,0,1146299311,1148056936
252.457649946,98,-9999,8642000,0,542000,0,1147985769,1150028916
253.460103989,98,-9999,8642000,0,578000,0,1149732957,1152163005
254.462942839,98,-9999,8640000,0,564000,0,1151539227,1154319432
255.464869976,98,-9999,8636000,0,666000,0,1155342562,1157809597
256.466474056,98,-9999,8574000,0,1097000,0,1161302446,1162683730
257.467357874,98,-9999,8607000,0,1155000,0,1167027224,1167515504
258.471371889,98,-9999,8628000,0,978000,0,1171410636,1171520743
259.472924948,98,-9999,8560000,0,1292000,0,1177695593,1176723611
260.476372004,98,-9999,8590000,0,951000,0,1181791408,1180506499
261.479491949,98,-9999,8638000,0,556000,0,1183632651,1182587853
262.48229003,98,-9999,8542000,0,1089000,0,1189293525,1187487194
263.484535933,98,-9999,8618000,0,847000,0,1192340758,1190669742
264.489289045,98,-9999,8620000,0,693000,0,1194986503,1193366695
265.491716862,98,-9999,8629000,0,676000,0,1197495530,1195824331
266.494957924,98,-9999,8630000,0,675000,0,1200136331,1198353316
267.497120857,98,-9999,8623000,0,695000,0,1202871066,1201056922
268.499521971,98,-9999,8620000,0,706000,0,1205415920,1203762726
269.50253582,98,-9999,8625000,0,668000,0,1207866719,1206196313
270.505134821,98,-9999,8602000,0,793000,0,1211212658,1209361955
271.510532856,98,-9999,8622000,0,812000,0,1214317386,1212434396
272.513177872,98,-9999,8619000,0,687000,0,1216780698,1214934450
273.516023874,98,-9999,8621000,0,666000,0,1219202933,1217386776
274.519044876,98,-9999,8620000,0,682000,0,1221644028,1219847035
275.522224903,98,-9999,8616000,0,672000,0,1224059488,1222312544
276.525285959,98,-9999,8620000,0,676000,0,1226504550,1224765602
277.52824688,98,-9999,8597000,0,700000,0,1229113369,1227350739
278.531144857,98,-9999,8615000,0,669000,0,1231581380,1229813868
279.534380913,98,-9999,8623000,0,659000,0,1234078872,1232275470
280.53737998,98,-9999,8624000,0,669000,0,1236528328,1234669141
281.539633989,98,-9999,8624000,0,656000,0,1239023256,1237164313
282.542405844,98,-9999,8628000,0,699000,0,1241740656,1239911437
283.545260906,98,-9999,8626000,0,688000,0,1244142200,1242241143
284.549222946,98,-9999,8626000,0,637000,0,1246613446,1244695971
285.55230689,98,-9999,8623000,0,661000,0,1249012915,1247086468
286.556126833,98,-9999,8619000,0,656000,0,1251416046,1249555944
287.558599949,98,-9999,8622000,0,665000,0,1253803797,1251903228
288.563796043,98,-9999,8623000,0,649000,0,1256276630,1254442528
289.566622972,98,-9999,8622000,0,700000,0,1258698132,1256913408
290.569339037,98,-9999,8627000,0,648000,0,1261162603,1259415232
291.572214842,98,-9999,8625000,0,680000,0,1263581359,1261836979
292.574246883,98,-9999,8636000,0,639000,0,1268505602,1266154290
293.575609922,98,-9999,8546000,0,1410000,0,1274575655,1271320658
294.580545902,98,-9999,8582000,0,1064000,0,1280400591,1276225919
295.584563017,98,-9999,8577000,0,1128000,0,1285088446,1280362383
296.588021994,98,-9999,8617000,0,793000,0,1287577819,1283141124
297.591523886,98,-9999,8626000,0,667000,0,1290064629,1285757633
298.595026016,98,-9999,8623000,0,670000,0,1292003040,1287821166
299.597127914,98,-9999,8627000,0,593000,0,1293989973,1289928277
300.600317001,98,-9999,8624000,0,605000,0,1295932168,1291946948
301.603941917,98,-9999,8619000,0,650000,0,1298351961,1294699810
302.605973005,98,-9999,8629000,0,622000,0,1300667080,1297019567
303.609168053,98,-9999,8629000,0,639000,0,1303040121,1299380035
304.611626863,98,-9999,8625000,0,671000,0,1304943070,1301515650
305.615138054,98,-9999,8626000,0,627000,0,1306874584,1303697834
306.618690968,98,-9999,8623000,0,641000,0,1308954351,1306089002
307.622275829,98,-9999,8622000,0,647000,0,1310973206,1308403327
308.626543999,98,-9999,8620000,0,652000,0,1313193720,1311095154
309.630468845,98,-9999,8615000,0,685000,0,1315614979,1314024956
310.634531975,98,-9999,8625000,0,642000,0,1317762617,1316302965
311.63912487,98,-9999,8638000,0,569000,0,1319026652,1317679488
312.641536951,98,-9999,8638000,0,506000,0,1321308751,1319942543
313.643909931,98,-9999,8611000,0,798000,0,1324444241,1322995758
314.646558046,98,-9999,8605000,0,806000,0,1328058856,1326758932
315.649143934,98,-9999,8631000,0,680000,0,1329963941,1328844132
316.653378963,98,-9999,8638000,0,556000,0,1331223764,1330197400
317.657249928,98,-9999,8582000,0,784000,0,1337078364,1334850464
318.662811041,98,-9999,8579000,0,1140000,0,1342807902,1339322193
319.666618824,98,-9999,8632000,0,562000,0,1344141578,1340789536
320.67104888,98,-9999,8591000,0,553000,0,1345569797,1342419353
321.674599886,98,-9999,8641000,0,415000,0,1346545503,1343675881
322.67730999,98,-9999,8637000,0,574000,0,1348097195,1345551364
323.680804968,98,-9999,8605000,0,521000,0,1350153953,1347733610
324.684331894,98,-9999,8613000,0,731000,0,1352928482,1350653951
325.687227964,98,-9999,8628000,0,532000,0,1354396068,1352486405
326.690322876,98,-9999,8575000,0,922000,0,1359219054,1356801946
327.693470955,98,-9999,8618000,0,594000,0,1361175958,1359035583
328.696523905,98,-9999,8635000,0,579000,0,1362919606,1361019770
329.699648857,98,-9999,8639000,0,471000,0,1363822375,1362108512
330.703095913,98,-9999,8636000,0,477000,0,1365805585,1364189867
331.704768896,98,-9999,8606000,0,870000,0,1370035494,1368328101
332.708542824,98,-9999,8610000,0,874000,0,1372663356,1371024444
333.71170783,98,-9999,8636000,0,460000,0,1374161887,1372731654
334.715499878,98,-9999,8602000,0,707000,0,1377321791,1375932146
335.71725297,98,-9999,8616000,0,618000,0,1380066169,1378850779
336.719208956,98,-9999,8627000,0,760000,0,1383856381,1382573914
337.724073887,98,-9999,8630000,0,796000,0,1385950309,1384867365
338.72704792,98,-9999,8640000,0,506000,0,1387214649,1386319876
339.72949791,98,-9999,8642000,0,426000,0,1388228684,1387579516
340.731978893,98,-9999,8618000,0,804000,0,1391697120,1391168618
341.73407197,98,-9999,8620000,0,654000,0,1394147920,1394037752
342.737202883,98,-9999,8636000,0,494000,0,1395245451,1395408292
343.741210938,98,-9999,8643000,0,411000,0,1396059414,1396376491
344.744869947,98,-9999,8642000,0,424000,0,1396876978,1397323876
345.74909997,98,-9999,8642000,0,404000,0,1397664879,1398202414
346.75276494,98,-9999,8640000,0,410000,0,1398723653,1399565630
347.756801844,98,-9999,8627000,0,526000,0,1399764238,1400868484
348.759743929,98,-9999,8643000,0,401000,0,1400545059,1401756299
349.763422012,98,-9999,8643000,0,450000,0,1401664075,1402894785
350.766218901,98,-9999,8641000,0,410000,0,1402470713,1403847846
351.768748999,98,-9999,8644000,0,403000,0,1403831000,1405574526
352.771497965,98,-9999,8637000,0,521000,0,1404643437,1406567444
353.774144888,98,-9999,8643000,0,425000,0,1405534487,1407638974
354.777129889,98,-9999,8642000,0,441000,0,1406392884,1408746942
355.779860973,98,-9999,8641000,0,467000,0,1407340086,1409904166
356.783004045,98,-9999,8641000,0,427000,0,1408128780,1410827748
357.784932852,98,-9999,8644000,0,403000,0,1409527763,1412368881
358.787716866,98,-9999,8638000,0,551000,0,1410487172,1413571698
359.792383909,98,-9999,8528000,0,1105000,0,1416450597,1418317963
360.794993877,98,-9999,8550000,0,1581000,0,1423751299,1424058854
361.796450853,98,-9999,8627000,0,590000,0,1425332349,1425766369
362.801851988,98,71,8632000,8091000,563000,0,1428722355,1428691716
363.803520918,97,71,8618000,8083000,851000,53000,1430386291,1430837706
364.808311939,97,71,8663000,7982000,332000,542000,1433226860,1434496205
365.813738823,97,71,8678000,7930000,0,1070000,1435659837,1437781109
366.820077896,97,71,8679000,7968000,0,879000,1437322248,1440250341
367.825671911,97,71,8680000,7942000,0,921000,1439769873,1443651882
368.833112955,97,71,8681000,7948000,0,1027000,1441605013,1446497822
369.842263937,97,71,8682000,7963000,0,840000,1443117277,1448914747
370.851173878,97,71,8683000,7946000,0,868000,1444662378,1451317329
371.860579967,97,71,8684000,7965000,0,784000,1446243856,1453623170
372.87096405,97,71,8686000,7965000,0,789000,1447884415,1456200190
373.880375862,97,71,8687000,7949000,0,888000,1449295484,1458348805
374.890184879,97,71,8687000,7946000,0,831000,1450969124,1460665755
375.901309967,97,71,8687000,7953000,0,796000,1452312993,1462746865
376.912323952,97,71,8688000,7970000,0,730000,1453563905,1464620029
377.925997972,97,71,8688000,7954000,0,791000,1455295285,1467316861
378.934083939,97,71,8689000,7931000,0,980000,1456995964,1469660605
379.947809935,97,71,8690000,7952000,0,787000,1458536427,1472098038
380.955947876,97,71,8690000,7951000,0,812000,1460147140,1474655648
381.967272997,97,71,8691000,7953000,0,810000,1461654888,1476981082
382.978214025,97,71,8691000,7952000,0,809000,1463403480,1479751216
383.986390829,97,71,8691000,7941000,0,859000,1464737461,1481780081
384.99829793,97,71,8692000,7946000,0,791000,1466009308,1483654343
386.005841017,97,71,8692000,7937000,0,788000,1468478357,1486632241
387.013315916,97,71,8693000,7839000,0,1270000,1471915848,1490486845
388.02122283,97,71,8693000,7901000,0,979000,1474511056,1494283955
389.040534973,97,71,8694000,7830000,0,1129000,1476465824,1496843946
390.048185825,97,71,8694000,7940000,0,759000,1478111816,1498921089
391.059943914,97,71,8693000,7941000,0,815000,1479213925,1500586917
392.068356037,97,71,8693000,7960000,0,677000,1480654412,1502417479
393.075156927,97,71,8693000,7938000,0,755000,1482037038,1504719414
394.083495855,97,71,8694000,7927000,0,809000,1482937854,1506076832
395.090132952,97,71,8694000,7962000,0,648000,1483722825,1507203600
396.097817898,97,71,8695000,7968000,0,626000,1484526473,1508348250
397.104166985,97,71,8695000,7965000,0,632000,1485338238,1509487041
398.113860846,97,71,8695000,7965000,0,645000,1486200174,1510748573
399.120097876,97,71,8695000,7963000,0,689000,1487435034,1512755160
400.127645969,97,71,8695000,7960000,0,735000,1488256199,1513943450
401.138099909,97,71,8696000,7964000,0,647000,1489058077,1515075039
402.148321867,97,71,8696000,7966000,0,632000,1490201812,1516483605
403.156677008,97,71,8696000,7960000,0,640000,1491007596,1517643270
404.163071871,97,71,8697000,7960000,0,683000,1491956324,1519093218
405.171113968,97,71,8697000,7966000,0,628000,1492751610,1520199172
406.179237843,97,71,8697000,7961000,0,648000,1493584311,1521425609
407.185067892,97,71,8697000,7965000,0,644000,1494365925,1522517647
408.193625927,97,71,8697000,7965000,0,627000,1495256365,1523846013
409.199183941,97,71,8697000,7928000,0,821000,1496579481,1526044005
410.207090855,97,71,8698000,7953000,0,733000,1497740855,1527587275
411.215245008,97,71,8698000,7962000,0,632000,1498531014,1528695549
412.220646858,97,71,8698000,7959000,0,658000,1499387763,1529954396
413.22762084,97,71,8699000,7964000,0,634000,1500204594,1531126024
414.234977961,97,71,8699000,7961000,0,651000,1500997500,1532212569
415.243052959,97,71,8699000,7956000,0,661000,1501862610,1533542033
416.252058983,97,71,8699000,7960000,0,659000,1502664366,1534681251
417.261066914,97,71,8699000,7959000,0,639000,1503533687,1535921238
418.268846035,97,71,8700000,7960000,0,638000,1504381768,1537135408
419.275622845,97,71,8700000,7956000,0,660000,1505755300,1539250331
420.282209873,97,71,8700000,7924000,0,863000,1507265855,1541476644
421.289160013,97,71,8700000,7963000,0,620000,1508181197,1542765825
422.296053886,97,71,8700000,7965000,0,595000,1509017682,1543948134
423.302053928,97,71,8700000,7969000,0,577000,1509876933,1545139538
424.310952902,97,71,8700000,7965000,0,609000,1510681679,1546274483
425.319846869,97,71,8700000,7970000,0,583000,1511480993,1547398260
426.328742981,97,71,8700000,7968000,0,585000,1512276829,1548483645
427.338258028,97,71,8701000,7969000,0,573000,1513070223,1549599609
428.347761869,97,71,8701000,7968000,0,574000,1513864959,1550706479
429.353224993,97,71,8701000,7967000,0,589000,1515200466,1552833366
